timestamp,simTime,prey,predator,resources,drought,memoryUsedMB
0.001,1,100.45,5.23,99.80,0.00,5.17
0.007,2,100.89,5.46,99.60,0.00,5.17
0.013,3,101.34,5.71,99.40,0.00,5.17
0.019,4,101.77,5.97,99.21,0.00,5.18
0.025,5,102.21,6.24,99.01,0.00,5.18
0.031,6,102.64,6.53,98.82,0.00,5.18
0.038,7,103.06,6.83,98.62,0.00,5.18
0.044,8,103.48,7.15,98.43,0.00,5.18
0.050,9,103.90,7.49,98.24,0.00,5.18
0.056,10,104.31,7.84,98.05,0.00,5.18
0.062,11,104.72,8.21,97.86,0.00,5.18
0.068,12,105.12,8.60,97.67,0.00,5.18
0.074,13,105.51,9.01,97.48,0.00,5.18
0.080,14,105.90,9.44,97.30,0.00,5.18
0.086,15,106.28,9.89,97.11,0.00,5.18
0.092,16,106.65,10.36,96.93,0.00,5.18
0.098,17,107.02,10.87,96.74,0.00,5.18
0.104,18,107.38,11.39,96.56,0.00,5.18
0.110,19,107.74,11.95,96.38,0.00,5.18
0.116,20,108.08,12.53,96.20,0.00,5.18
0.122,21,108.42,13.15,96.02,0.00,5.18
0.129,22,108.75,13.79,95.84,0.00,5.18
0.135,23,109.07,14.47,95.66,0.00,5.18
0.141,24,109.38,15.19,95.49,0.00,5.18
0.147,25,109.68,15.94,95.31,0.00,5.18
0.153,26,109.97,16.74,95.14,0.00,5.18
0.159,27,110.25,17.58,94.96,0.00,5.18
0.165,28,110.51,18.46,94.79,0.00,5.18
0.171,29,110.77,19.38,94.62,0.00,5.18
0.177,30,111.01,20.36,94.45,0.00,5.18
0.183,31,111.24,21.39,94.28,0.00,5.18
0.189,32,111.46,22.47,94.11,0.00,5.18
0.195,33,111.66,23.61,93.94,0.00,5.18
0.201,34,111.85,24.81,93.77,0.00,5.18
0.207,35,112.02,26.08,93.61,0.00,5.18
0.213,36,112.18,27.41,93.45,0.00,5.18
0.219,37,112.32,28.81,93.28,0.00,5.18
0.225,38,112.44,30.28,93.12,0.00,5.18
0.232,39,112.55,31.83,92.96,0.00,5.18
0.238,40,112.63,33.46,92.80,0.00,5.18
0.244,41,112.70,35.18,92.64,0.00,5.18
0.250,42,112.74,36.99,92.48,0.00,5.18
0.256,43,112.76,38.89,92.33,0.00,5.18
0.262,44,112.76,40.89,92.17,0.00,5.18
0.268,45,112.74,42.99,92.02,0.00,5.18
0.274,46,112.69,45.19,91.87,0.00,5.18
0.280,47,112.61,47.51,91.72,0.00,5.18
0.286,48,112.51,49.95,91.57,0.00,5.18
0.292,49,112.38,52.51,91.42,0.00,5.18
0.298,50,112.22,55.20,91.27,0.00,5.18
0.304,51,112.04,58.02,91.13,0.00,5.18
0.310,52,111.82,60.98,90.99,0.00,5.18
0.316,53,111.56,64.09,90.84,0.00,5.18
0.322,54,111.28,67.34,90.70,0.00,5.18
0.328,55,110.96,70.75,90.57,0.00,5.18
0.334,56,110.60,74.32,90.43,0.00,5.18
0.341,57,110.21,78.06,90.29,0.00,5.18
0.347,58,109.78,81.97,90.16,0.00,5.18
0.353,59,109.31,86.06,90.03,0.00,5.18
0.359,60,108.79,90.34,89.90,0.00,5.18
0.365,61,108.24,94.80,89.78,0.00,5.18
0.371,62,107.64,99.45,89.65,0.00,5.18
0.377,63,107.00,104.31,89.53,0.00,5.18
0.383,64,106.32,109.37,89.41,0.00,5.18
0.389,65,105.58,114.64,89.29,0.00,5.18
0.395,66,104.80,120.11,89.17,0.00,5.18
0.401,67,103.98,125.81,89.06,0.00,5.19
0.407,68,103.10,131.72,88.95,0.00,5.19
0.413,69,102.17,137.85,88.84,0.00,5.19
0.419,70,101.20,144.20,88.74,0.00,5.19
0.425,71,100.17,150.78,88.64,0.00,5.19
0.431,72,99.10,157.58,88.54,0.00,5.19
0.438,73,97.97,164.60,88.44,0.00,5.19
0.444,74,96.80,171.84,88.35,0.00,5.19
0.450,75,95.57,179.29,88.25,0.00,5.19
0.456,76,94.29,186.97,88.17,0.00,5.19
0.462,77,92.97,194.85,88.08,0.00,5.19
0.468,78,91.60,202.93,88.00,0.00,5.19
0.474,79,90.18,211.21,87.92,0.00,5.19
0.480,80,88.71,219.68,87.85,0.00,5.19
0.486,81,87.20,228.32,87.78,0.00,5.19
0.492,82,85.48,236.61,87.31,0.46,5.19
0.498,83,83.72,244.99,86.85,0.46,5.19
0.504,84,81.93,253.47,86.40,0.45,5.19
0.510,85,80.12,262.02,85.97,0.45,5.19
0.516,86,78.29,270.62,85.55,0.44,5.19
0.522,87,76.44,279.27,85.14,0.44,5.19
0.528,88,74.57,287.94,84.74,0.44,5.19
0.535,89,72.69,296.62,84.36,0.43,5.19
0.541,90,70.80,305.28,83.98,0.43,5.19
0.547,91,68.90,313.92,83.62,0.42,5.19
0.553,92,67.00,322.51,83.27,0.42,5.19
