timestamp,simTime,prey,predator,resources,drought,memoryUsedMB
0.003,1,100.25,26.13,99.80,0.00,5.17
0.010,2,100.49,27.30,99.60,0.00,5.17
0.016,3,100.71,28.54,99.40,0.00,5.17
0.022,4,100.92,29.83,99.21,0.00,5.17
0.028,5,101.11,31.19,99.02,0.00,5.17
0.034,6,101.29,32.61,98.82,0.00,5.17
0.040,7,101.45,34.10,98.63,0.00,5.17
0.046,8,101.60,35.66,98.44,0.00,5.17
0.052,9,101.73,37.29,98.25,0.00,5.17
0.058,10,101.84,39.00,98.07,0.00,5.18
0.064,11,101.93,40.79,97.88,0.00,5.18
0.070,12,102.00,42.67,97.70,0.00,5.18
0.076,13,102.05,44.63,97.52,0.00,5.18
0.082,14,102.08,46.68,97.34,0.00,5.18
0.088,15,102.09,48.83,97.16,0.00,5.18
0.094,16,102.07,51.08,96.98,0.00,5.18
0.100,17,102.03,53.43,96.81,0.00,5.18
0.107,18,101.97,55.89,96.64,0.00,5.18
0.113,19,101.88,58.46,96.46,0.00,5.18
0.119,20,101.77,61.15,96.29,0.00,5.18
0.125,21,101.62,63.95,96.13,0.00,5.18
0.131,22,101.45,66.88,95.96,0.00,5.18
0.137,23,101.25,69.94,95.80,0.00,5.18
0.143,24,101.02,73.13,95.63,0.00,5.18
0.149,25,100.76,76.46,95.47,0.00,5.18
0.155,26,100.46,79.93,95.32,0.00,5.18
0.161,27,100.13,83.55,95.16,0.00,5.18
0.167,28,99.77,87.31,95.01,0.00,5.18
0.173,29,99.37,91.23,94.85,0.00,5.18
0.179,30,98.94,95.31,94.70,0.00,5.18
0.185,31,98.46,99.55,94.56,0.00,5.18
0.191,32,97.96,103.95,94.41,0.00,5.18
0.197,33,97.41,108.52,94.27,0.00,5.18
0.203,34,96.82,113.26,94.13,0.00,5.18
0.210,35,96.19,118.18,93.99,0.00,5.18
0.216,36,95.53,123.27,93.85,0.00,5.18
0.222,37,94.82,128.54,93.72,0.00,5.18
0.228,38,94.07,134.00,93.59,0.00,5.18
0.234,39,93.27,139.63,93.46,0.00,5.18
0.240,40,92.44,145.44,93.33,0.00,5.18
0.246,41,91.56,151.44,93.21,0.00,5.18
0.252,42,90.64,157.61,93.09,0.00,5.19
0.258,43,89.67,163.97,92.98,0.00,5.19
0.264,44,88.67,170.50,92.86,0.00,5.19
0.270,45,87.62,177.20,92.75,0.00,5.19
0.276,46,86.53,184.08,92.64,0.00,5.19
0.282,47,85.40,191.13,92.54,0.00,5.19
0.288,48,84.22,198.33,92.44,0.00,5.19
0.294,49,83.01,205.69,92.34,0.00,5.19
0.301,50,81.76,213.20,92.24,0.00,5.19
0.307,51,80.47,220.85,92.15,0.00,5.19
0.313,52,79.15,228.63,92.06,0.00,5.19
0.319,53,77.79,236.54,91.98,0.00,5.19
0.325,54,76.40,244.55,91.89,0.00,5.19
0.331,55,74.97,252.67,91.82,0.00,5.19
0.337,56,73.52,260.88,91.74,0.00,5.19
0.343,57,72.05,269.17,91.67,0.00,5.19
0.349,58,70.54,277.52,91.60,0.00,5.20
0.355,59,69.02,285.92,91.54,0.00,5.20
0.361,60,67.48,294.36,91.48,0.00,5.20
0.367,61,65.92,302.81,91.42,0.00,5.20
0.373,62,64.34,311.28,91.37,0.00,5.20
0.379,63,62.76,319.74,91.32,0.00,5.20
0.385,64,61.16,328.17,91.27,0.00,5.20
0.391,65,59.56,336.57,91.23,0.00,5.20
0.397,66,57.96,344.91,91.19,0.00,5.20
0.404,67,56.35,353.18,91.15,0.00,5.20
0.410,68,54.75,361.36,91.12,0.00,5.20
0.416,69,53.16,369.45,91.09,0.00,5.20
0.422,70,51.57,377.42,91.07,0.00,5.20
0.428,71,49.99,385.26,91.05,0.00,5.20
0.434,72,48.43,392.97,91.03,0.00,5.20
0.440,73,46.88,400.52,91.01,0.00,5.20
0.446,74,45.35,407.90,91.00,0.00,5.21
0.452,75,43.84,415.12,90.99,0.00,5.21
0.458,76,42.35,422.14,90.99,0.00,5.21
0.464,77,40.89,428.97,90.98,0.00,5.21
0.470,78,39.45,435.59,90.98,0.00,5.21
0.476,79,38.05,442.01,90.99,0.00,5.21
0.482,80,36.66,448.21,90.99,0.00,5.21
0.488,81,35.31,454.18,91.00,0.00,5.21
0.494,82,33.99,459.93,91.01,0.00,5.21
0.500,83,32.71,465.45,91.03,0.00,5.21
0.507,84,31.45,470.73,91.04,0.00,5.21
0.513,85,30.23,475.78,91.06,0.00,5.21
0.519,86,29.05,480.60,91.08,0.00,5.21
0.525,87,27.90,485.17,91.10,0.00,5.21
0.531,88,26.78,489.52,91.13,0.00,5.21
0.537,89,25.70,493.62,91.16,0.00,5.21
0.543,90,24.65,497.50,91.19,0.00,5.21
0.549,91,23.63,501.14,91.22,0.00,5.22
0.555,92,22.66,504.56,91.25,0.00,5.22
0.561,93,21.71,507.75,91.29,0.00,5.22
0.567,94,20.80,510.72,91.32,0.00,5.22
0.573,95,19.92,513.48,91.36,0.00,5.22
0.579,96,19.08,516.03,91.40,0.00,5.22
0.585,97,18.26,518.37,91.44,0.00,5.22
0.591,98,17.48,520.51,91.48,0.00,5.22
0.597,99,16.73,522.46,91.52,0.00,5.22
0.603,100,16.01,524.22,91.57,0.00,5.22
0.610,101,15.31,525.79,91.61,0.00,5.22
0.616,102,14.65,527.19,91.66,0.00,5.22
0.622,103,14.01,528.41,91.71,0.00,5.22
0.628,104,13.40,529.47,91.75,0.00,5.22
0.634,105,12.82,530.37,91.80,0.00,5.22
0.640,106,12.26,531.12,91.85,0.00,5.22
0.646,107,11.72,531.72,91.90,0.00,5.22
0.652,108,11.21,532.18,91.95,0.00,5.22
0.658,109,10.71,532.50,92.01,0.00,5.22
0.664,110,10.24,532.69,92.06,0.00,5.22
0.670,111,9.80,532.75,92.11,0.00,5.22
0.676,112,9.37,532.70,92.16,0.00,5.22
0.682,113,8.96,532.53,92.22,0.00,5.22
0.688,114,8.56,532.25,92.27,0.00,5.22
0.694,115,8.19,531.87,92.32,0.00,5.22
0.700,116,7.83,531.39,92.38,0.00,5.22
0.707,117,7.49,530.81,92.43,0.00,5.22
0.713,118,7.17,530.15,92.49,0.00,5.22
0.719,119,6.86,529.39,92.54,0.00,5.22
0.725,120,6.56,528.56,92.60,0.00,5.22
0.731,121,6.27,527.65,92.65,0.00,5.23
0.737,122,6.00,526.67,92.71,0.00,5.23
0.743,123,5.75,525.62,92.77,0.00,5.23
0.749,124,5.50,524.50,92.82,0.00,5.23
0.755,125,5.26,523.32,92.88,0.00,5.23
0.761,126,5.04,522.08,92.93,0.00,5.23
0.767,127,4.83,520.79,92.99,0.00,5.23
0.773,128,4.62,519.44,93.04,0.00,5.23
0.779,129,4.43,518.04,93.10,0.00,5.23
0.785,130,4.24,516.60,93.15,0.00,5.23
0.791,131,4.06,515.11,93.21,0.00,5.24
0.797,132,3.89,513.58,93.27,0.00,5.24
0.803,133,3.73,512.01,93.32,0.00,5.24
0.810,134,3.58,510.41,93.38,0.00,5.24
0.816,135,3.43,508.77,93.43,0.00,5.24
0.822,136,3.29,507.10,93.48,0.00,5.24
0.828,137,3.15,505.40,93.54,0.00,5.24
0.834,138,3.03,503.67,93.59,0.00,5.24
0.840,139,2.90,501.91,93.65,0.00,5.24
0.846,140,2.79,500.13,93.70,0.00,5.24
0.852,141,2.67,498.33,93.75,0.00,5.24
0.858,142,2.57,496.50,93.81,0.00,5.24
0.864,143,2.47,494.66,93.86,0.00,5.24
0.870,144,2.37,492.79,93.91,0.00,5.24
0.876,145,2.27,490.91,93.97,0.00,5.24
0.882,146,2.19,489.02,94.02,0.00,5.24
0.888,147,2.10,487.10,94.07,0.00,5.24
0.894,148,2.02,485.18,94.12,0.00,5.24
0.900,149,1.94,483.24,94.17,0.00,5.24
0.907,150,1.87,481.30,94.22,0.00,5.25
0.913,151,1.79,479.34,94.27,0.00,5.25
0.919,152,1.73,477.37,94.32,0.00,5.25
0.925,153,1.66,475.40,94.37,0.00,5.25
0.931,154,1.60,473.42,94.42,0.00,5.25
0.937,155,1.54,471.43,94.47,0.00,5.25
0.943,156,1.48,469.43,94.52,0.00,5.25
0.949,157,1.43,467.43,94.57,0.00,5.25
0.955,158,1.37,465.43,94.62,0.00,5.25
0.961,159,1.32,463.42,94.67,0.00,5.25
0.967,160,1.28,461.41,94.72,0.00,5.25
0.973,161,1.23,459.40,94.76,0.00,5.25
0.979,162,1.19,457.38,94.81,0.00,5.25
0.985,163,1.14,455.37,94.86,0.00,5.25
0.991,164,1.10,453.35,94.90,0.00,5.25
0.997,165,1.06,451.33,94.95,0.00,5.25
1.003,166,1.03,449.32,95.00,0.00,5.26
1.010,167,0.99,447.30,95.04,0.00,5.26
1.016,168,0.96,445.29,95.09,0.00,5.26
1.022,169,0.92,443.27,95.13,0.00,5.26
1.028,170,0.89,441.26,95.18,0.00,5.26
1.034,171,0.86,439.25,95.22,0.00,5.26
1.040,172,0.83,437.24,95.26,0.00,5.26
1.046,173,0.80,435.24,95.31,0.00,5.26
1.052,174,0.78,433.24,95.35,0.00,5.26
1.058,175,0.75,431.24,95.39,0.00,5.26
1.064,176,0.73,429.24,95.44,0.00,5.26
1.070,177,0.70,427.25,95.48,0.00,5.26
1.076,178,0.68,425.27,95.52,0.00,5.27
1.082,179,0.66,423.29,95.56,0.00,5.27
1.088,180,0.63,421.31,95.60,0.00,5.27
1.094,181,0.61,419.34,95.64,0.00,5.27
1.100,182,0.59,417.37,95.68,0.00,5.27
1.107,183,0.58,415.40,95.72,0.00,5.27
1.113,184,0.56,413.45,95.76,0.00,5.27
1.119,185,0.54,411.50,95.80,0.00,5.27
1.125,186,0.52,409.55,95.84,0.00,5.27
1.131,187,0.51,407.61,95.88,0.00,5.27
1.137,188,0.49,405.67,95.92,0.00,5.27
1.143,189,0.48,403.75,95.96,0.00,5.27
1.149,190,0.46,401.82,95.99,0.00,5.27
1.155,191,0.45,399.91,96.03,0.00,5.27
1.161,192,0.43,398.00,96.07,0.00,5.27
1.167,193,0.42,396.09,96.11,0.00,5.27
1.173,194,0.41,394.20,96.14,0.00,5.27
1.179,195,0.40,392.31,96.18,0.00,5.27
1.185,196,0.39,390.42,96.22,0.00,5.27
1.191,197,0.37,388.55,96.25,0.00,5.27
1.197,198,0.36,386.68,96.29,0.00,5.27
1.203,199,0.35,384.81,96.32,0.00,5.27
1.210,200,0.34,382.96,96.36,0.00,5.27
1.216,201,0.33,381.11,96.39,0.00,5.27
1.222,202,0.32,379.26,96.42,0.00,5.27
1.228,203,0.31,377.43,96.46,0.00,5.27
1.234,204,0.31,375.60,96.49,0.00,5.27
1.240,205,0.30,373.78,96.53,0.00,5.27
1.246,206,0.29,371.97,96.56,0.00,5.27
1.252,207,0.28,370.16,96.59,0.00,5.27
1.258,208,0.27,368.36,96.62,0.00,5.28
1.264,209,0.27,366.57,96.66,0.00,5.28
1.270,210,0.26,364.79,96.69,0.00,5.28
1.276,211,0.25,363.01,96.72,0.00,5.28
1.282,212,0.25,361.24,96.75,0.00,5.28
1.288,213,0.24,359.48,96.78,0.00,5.28
1.294,214,0.23,357.73,96.81,0.00,5.28
1.300,215,0.23,355.98,96.84,0.00,5.29
1.307,216,0.22,354.24,96.87,0.00,5.29
1.313,217,0.22,352.51,96.90,0.00,5.29
1.319,218,0.21,350.78,96.93,0.00,5.29
1.325,219,0.21,349.07,96.96,0.00,5.29
1.331,220,0.20,347.36,96.99,0.00,5.29
1.337,221,0.20,345.66,97.02,0.00,5.29
1.343,222,0.19,343.96,97.05,0.00,5.29
1.349,223,0.19,342.27,97.08,0.00,5.29
1.355,224,0.18,340.59,97.10,0.00,5.29
1.361,225,0.18,338.92,97.13,0.00,5.29
1.367,226,0.17,337.26,97.16,0.00,5.29
1.373,227,0.17,335.60,97.19,0.00,5.29
1.379,228,0.16,333.95,97.21,0.00,5.29
1.385,229,0.16,332.31,97.24,0.00,5.29
1.391,230,0.16,330.67,97.27,0.00,5.29
1.397,231,0.15,329.05,97.29,0.00,5.29
1.404,232,0.15,327.43,97.32,0.00,5.29
1.410,233,0.15,325.81,97.34,0.00,5.29
1.416,234,0.14,324.21,97.37,0.00,5.29
1.422,235,0.14,322.61,97.40,0.00,5.29
1.428,236,0.14,321.02,97.42,0.00,5.29
1.434,237,0.13,319.44,97.45,0.00,5.29
1.440,238,0.13,317.86,97.47,0.00,5.29
1.446,239,0.13,316.29,97.49,0.00,5.29
1.452,240,0.13,314.73,97.52,0.00,5.29
1.458,241,0.12,313.18,97.54,0.00,5.29
1.464,242,0.12,311.63,97.57,0.00,5.29
1.470,243,0.12,310.09,97.59,0.00,5.29
1.476,244,0.11,308.56,97.61,0.00,5.29
1.482,245,0.11,307.03,97.64,0.00,5.29
1.488,246,0.11,305.52,97.66,0.00,5.29
1.494,247,0.11,304.01,97.68,0.00,5.29
1.500,248,0.11,302.50,97.70,0.00,5.29
1.507,249,0.10,301.00,97.73,0.00,5.30
1.513,250,0.10,299.52,97.75,0.00,5.30
1.519,251,0.10,298.03,97.77,0.00,5.30
1.525,252,0.10,296.56,97.79,0.00,5.30
1.531,253,0.10,295.09,97.81,0.00,5.30
1.537,254,0.09,293.63,97.83,0.00,5.30
1.543,255,0.09,292.17,97.86,0.00,5.30
1.549,256,0.09,290.73,97.88,0.00,5.30
1.555,257,0.09,289.29,97.90,0.00,5.31
1.561,258,0.09,287.85,97.92,0.00,5.31
1.567,259,0.09,286.43,97.94,0.00,5.31
1.573,260,0.08,285.01,97.96,0.00,5.31
