timestamp,simTime,prey,predator,resources,drought,memoryUsedMB
0.003,1,100.25,25.13,99.80,0.00,5.15
0.009,2,100.50,25.25,99.60,0.00,5.15
0.015,3,100.74,25.38,99.40,0.00,5.15
0.021,4,100.98,25.51,99.21,0.00,5.15
0.028,5,101.22,25.64,99.01,0.00,5.15
0.034,6,101.45,25.77,98.82,0.00,5.15
0.040,7,101.68,25.90,98.63,0.00,5.15
0.046,8,101.91,26.04,98.44,0.00,5.15
0.052,9,102.14,26.17,98.25,0.00,5.15
0.058,10,102.36,26.31,98.07,0.00,5.15
0.064,11,102.58,26.44,97.88,0.00,5.15
0.070,12,102.79,26.58,97.70,0.00,5.15
0.076,13,103.01,26.72,97.51,0.00,5.15
0.082,14,103.22,26.87,97.33,0.00,5.15
0.088,15,103.42,27.01,97.15,0.00,5.15
0.094,16,103.62,27.15,96.97,0.00,5.15
0.100,17,103.83,27.30,96.79,0.00,5.15
0.106,18,104.02,27.45,96.62,0.00,5.15
0.112,19,104.22,27.59,96.44,0.00,5.15
0.118,20,104.41,27.74,96.27,0.00,5.15
0.124,21,104.59,27.89,96.09,0.00,5.15
0.130,22,104.78,28.05,95.92,0.00,5.15
0.137,23,104.96,28.20,95.75,0.00,5.15
0.143,24,105.14,28.36,95.58,0.00,5.15
0.149,25,105.31,28.51,95.41,0.00,5.15
0.155,26,105.48,28.67,95.25,0.00,5.15
0.161,27,105.65,28.83,95.08,0.00,5.15
0.167,28,105.81,28.99,94.92,0.00,5.15
0.173,29,105.97,29.15,94.75,0.00,5.15
0.179,30,106.13,29.31,94.59,0.00,5.15
0.186,31,106.28,29.48,94.43,0.00,5.15
0.192,32,106.43,29.64,94.27,0.00,5.15
0.198,33,106.58,29.81,94.11,0.00,5.15
0.204,34,106.72,29.98,93.95,0.00,5.15
0.210,35,106.86,30.15,93.80,0.00,5.15
0.216,36,107.00,30.32,93.64,0.00,5.15
0.222,37,107.13,30.49,93.49,0.00,5.15
0.228,38,107.26,30.67,93.33,0.00,5.15
0.234,39,107.39,30.84,93.18,0.00,5.15
0.240,40,107.51,31.02,93.03,0.00,5.15
0.246,41,107.63,31.20,92.88,0.00,5.15
0.252,42,107.75,31.38,92.73,0.00,5.15
0.258,43,107.86,31.56,92.58,0.00,5.15
0.264,44,107.97,31.74,92.44,0.00,5.15
0.270,45,108.07,31.93,92.29,0.00,5.15
0.276,46,108.18,32.11,92.15,0.00,5.15
0.282,47,108.28,32.30,92.00,0.00,5.15
0.288,48,108.37,32.49,91.86,0.00,5.15
0.294,49,108.46,32.68,91.72,0.00,5.15
0.300,50,108.55,32.87,91.58,0.00,5.15
0.306,51,108.63,33.06,91.44,0.00,5.15
0.312,52,108.71,33.25,91.30,0.00,5.15
0.318,53,108.79,33.45,91.16,0.00,5.15
0.324,54,108.87,33.65,91.02,0.00,5.15
0.331,55,108.94,33.84,90.89,0.00,5.16
0.337,56,109.00,34.04,90.75,0.00,5.16
0.343,57,109.07,34.25,90.62,0.00,5.16
0.349,58,109.13,34.45,90.48,0.00,5.16
0.355,59,109.18,34.65,90.35,0.00,5.16
0.362,60,109.24,34.86,90.22,0.00,5.16
0.367,61,109.28,35.06,90.09,0.00,5.16
0.373,62,109.33,35.27,89.96,0.00,5.16
0.379,63,109.37,35.48,89.83,0.00,5.16
0.386,64,109.41,35.69,89.70,0.00,5.16
0.391,65,109.45,35.90,89.58,0.00,5.16
0.397,66,109.48,36.12,89.45,0.00,5.16
0.403,67,109.51,36.33,89.33,0.00,5.16
0.409,68,109.53,36.55,89.20,0.00,5.16
0.415,69,109.55,36.76,89.08,0.00,5.16
0.421,70,109.57,36.98,88.96,0.00,5.16
0.427,71,109.59,37.20,88.84,0.00,5.16
0.434,72,109.60,37.43,88.72,0.00,5.16
0.440,73,109.61,37.65,88.60,0.00,5.16
0.446,74,109.61,37.87,88.48,0.00,5.16
0.452,75,109.61,38.10,88.36,0.00,5.16
0.458,76,109.61,38.33,88.25,0.00,5.16
0.464,77,109.60,38.55,88.13,0.00,5.16
0.470,78,109.60,38.78,88.02,0.00,5.16
0.476,79,109.58,39.02,87.90,0.00,5.16
0.482,80,109.57,39.25,87.79,0.00,5.16
0.488,81,109.55,39.48,87.68,0.00,5.16
0.494,82,109.38,39.63,87.16,0.46,5.16
0.500,83,109.22,39.77,86.66,0.46,5.16
0.506,84,109.05,39.92,86.16,0.45,5.16
0.512,85,108.89,40.06,85.68,0.45,5.16
0.518,86,108.73,40.21,85.20,0.44,5.16
0.524,87,108.57,40.36,84.74,0.44,5.16
0.531,88,108.42,40.50,84.28,0.44,5.16
0.537,89,108.26,40.65,83.83,0.43,5.16
0.543,90,108.10,40.80,83.39,0.43,5.16
0.549,91,107.95,40.96,82.96,0.42,5.16
0.555,92,107.80,41.11,82.54,0.42,5.16
0.561,93,107.65,41.26,82.13,0.41,5.16
0.567,94,107.49,41.41,81.72,0.41,5.16
0.573,95,107.34,41.57,81.33,0.41,5.16
0.579,96,107.20,41.72,80.94,0.40,5.16
0.585,97,107.05,41.88,80.56,0.40,5.16
0.591,98,106.90,42.03,80.18,0.39,5.16
0.597,99,106.76,42.19,79.81,0.39,5.16
0.603,100,106.61,42.35,79.45,0.39,5.16
0.609,101,106.47,42.51,79.10,0.38,5.16
0.615,102,106.33,42.67,78.75,0.38,5.16
0.621,103,106.18,42.83,78.41,0.37,5.16
0.627,104,106.04,42.99,78.08,0.37,5.16
0.634,105,105.90,43.15,77.75,0.37,5.16
0.640,106,105.76,43.32,77.43,0.36,5.16
0.646,107,105.62,43.48,77.12,0.36,5.16
0.652,108,105.49,43.64,76.81,0.36,5.16
0.658,109,105.35,43.81,76.50,0.35,5.16
0.664,110,105.21,43.97,76.21,0.35,5.16
0.670,111,105.07,44.14,75.91,0.35,5.16
0.676,112,104.94,44.31,75.63,0.34,5.16
0.682,113,104.80,44.48,75.35,0.34,5.16
0.688,114,104.67,44.65,75.07,0.34,5.16
0.694,115,104.54,44.82,74.80,0.33,5.16
0.700,116,104.40,44.99,74.53,0.33,5.16
0.706,117,104.27,45.16,74.27,0.33,5.17
0.712,118,104.14,45.33,74.01,0.32,5.17
0.718,119,104.00,45.50,73.76,0.32,5.17
0.724,120,103.87,45.68,73.52,0.32,5.17
0.730,121,103.74,45.85,73.27,0.31,5.17
0.737,122,103.61,46.03,73.03,0.31,5.17
0.743,123,103.48,46.21,72.80,0.31,5.17
0.749,124,103.35,46.38,72.57,0.30,5.17
0.755,125,103.22,46.56,72.35,0.30,5.17
0.761,126,103.09,46.74,72.12,0.30,5.17
0.767,127,102.96,46.92,71.91,0.29,5.17
0.773,128,102.83,47.10,71.69,0.29,5.17
0.779,129,102.70,47.28,71.48,0.29,5.17
0.785,130,102.58,47.46,71.28,0.29,5.17
0.791,131,102.44,47.64,71.08,0.28,5.17
0.797,132,102.31,47.83,70.88,0.28,5.17
0.803,133,102.17,48.01,70.69,0.28,5.17
0.809,134,102.03,48.20,70.49,0.27,5.17
0.815,135,101.89,48.38,70.31,0.27,5.17
0.821,136,101.75,48.57,70.12,0.27,5.17
0.828,137,101.60,48.75,69.94,0.27,5.17
0.834,138,101.45,48.94,69.77,0.26,5.17
0.840,139,101.30,49.13,69.59,0.26,5.17
0.846,140,101.15,49.32,69.42,0.26,5.17
0.852,141,101.00,49.51,69.25,0.26,5.17
0.858,142,100.84,49.70,69.09,0.25,5.17
0.864,143,100.68,49.89,68.93,0.25,5.17
0.870,144,100.52,50.08,68.77,0.25,5.17
0.876,145,100.35,50.27,68.62,0.25,5.17
0.882,146,100.19,50.46,68.46,0.24,5.17
0.888,147,100.02,50.66,68.31,0.24,5.17
0.894,148,99.85,50.85,68.17,0.24,5.17
0.900,149,99.67,51.04,68.02,0.24,5.17
0.906,150,99.50,51.24,67.88,0.23,5.17
0.912,151,99.32,51.43,67.75,0.23,5.17
0.918,152,99.14,51.63,67.61,0.23,5.17
0.924,153,98.96,51.82,67.48,0.23,5.17
0.931,154,98.78,52.02,67.35,0.22,5.17
0.937,155,98.60,52.21,67.22,0.22,5.17
0.943,156,98.41,52.41,67.10,0.22,5.17
0.949,157,98.22,52.61,66.98,0.22,5.17
0.955,158,98.03,52.80,66.86,0.22,5.17
0.961,159,97.84,53.00,66.74,0.21,5.17
0.967,160,97.64,53.20,66.62,0.21,5.17
0.973,161,97.45,53.39,66.51,0.21,5.17
0.979,162,97.25,53.59,66.40,0.21,5.17
0.985,163,97.05,53.79,66.30,0.20,5.17
0.991,164,96.85,53.99,66.19,0.20,5.17
0.997,165,96.65,54.19,66.09,0.20,5.18
1.003,166,96.45,54.39,65.99,0.20,5.18
1.009,167,96.24,54.59,65.89,0.20,5.18
1.015,168,96.03,54.79,65.79,0.19,5.18
1.021,169,95.83,54.99,65.70,0.19,5.18
1.028,170,95.62,55.19,65.61,0.19,5.18
1.034,171,95.41,55.38,65.52,0.19,5.18
1.040,172,95.19,55.58,65.43,0.19,5.18
1.046,173,94.98,55.78,65.35,0.19,5.18
1.052,174,94.76,55.98,65.26,0.18,5.18
1.058,175,94.55,56.18,65.18,0.18,5.18
1.064,176,94.33,56.38,65.10,0.18,5.18
1.070,177,94.11,56.58,65.02,0.18,5.18
1.076,178,93.89,56.78,64.95,0.18,5.18
1.082,179,93.67,56.98,64.88,0.17,5.18
1.088,180,93.45,57.18,64.80,0.17,5.18
1.094,181,93.22,57.38,64.73,0.17,5.18
1.100,182,93.00,57.58,64.67,0.17,5.18
1.106,183,92.78,57.78,64.60,0.17,5.18
1.112,184,92.55,57.98,64.54,0.17,5.18
1.118,185,92.32,58.18,64.47,0.16,5.18
1.124,186,92.09,58.38,64.41,0.16,5.18
1.131,187,91.87,58.58,64.36,0.16,5.18
1.137,188,91.64,58.78,64.30,0.16,5.18
1.143,189,91.41,58.97,64.24,0.16,5.18
1.149,190,91.17,59.17,64.19,0.16,5.18
1.155,191,90.94,59.37,64.14,0.15,5.18
1.161,192,90.71,59.57,64.09,0.15,5.18
1.167,193,90.48,59.77,64.04,0.15,5.18
1.173,194,90.24,59.96,63.99,0.15,5.18
1.179,195,90.01,60.16,63.95,0.15,5.18
1.185,196,89.77,60.36,63.91,0.15,5.18
1.191,197,89.54,60.55,63.86,0.15,5.18
1.197,198,89.30,60.75,63.82,0.14,5.18
1.203,199,89.07,60.94,63.78,0.14,5.18
1.209,200,88.83,61.14,63.75,0.14,5.18
1.215,201,88.59,61.33,63.71,0.14,5.18
1.221,202,88.35,61.53,63.68,0.14,5.18
1.227,203,88.12,61.72,63.65,0.14,5.18
1.234,204,87.88,61.91,63.61,0.14,5.18
1.240,205,87.64,62.11,63.58,0.13,5.18
1.246,206,87.40,62.30,63.56,0.13,5.18
1.252,207,87.16,62.49,63.53,0.13,5.18
1.258,208,86.92,62.68,63.50,0.13,5.18
1.264,209,86.68,62.87,63.48,0.13,5.18
1.270,210,86.44,63.06,63.46,0.13,5.18
1.276,211,86.20,63.25,63.44,0.13,5.18
1.282,212,85.97,63.44,63.42,0.13,5.18
1.288,213,85.73,63.63,63.40,0.12,5.18
1.294,214,85.49,63.82,63.38,0.12,5.18
1.300,215,85.25,64.01,63.36,0.12,5.18
1.306,216,85.01,64.20,63.35,0.12,5.18
1.312,217,84.77,64.38,63.34,0.12,5.18
1.318,218,84.53,64.57,63.33,0.12,5.18
1.324,219,84.29,64.75,63.31,0.12,5.18
1.330,220,84.05,64.94,63.30,0.12,5.18
1.337,221,83.81,65.12,63.30,0.11,5.18
1.343,222,83.57,65.31,63.29,0.11,5.18
1.349,223,83.33,65.49,63.28,0.11,5.18
1.355,224,83.09,65.67,63.28,0.11,5.18
1.361,225,82.86,65.85,63.28,0.11,5.18
1.367,226,82.62,66.03,63.27,0.11,5.18
1.373,227,82.38,66.21,63.27,0.11,5.18
1.379,228,82.14,66.39,63.27,0.11,5.18
1.385,229,81.90,66.57,63.27,0.11,5.19
1.391,230,81.67,66.75,63.28,0.10,5.19
1.397,231,81.43,66.92,63.28,0.10,5.19
1.403,232,81.19,67.10,63.29,0.10,5.19
1.409,233,80.96,67.28,63.29,0.10,5.19
1.415,234,80.72,67.45,63.30,0.10,5.19
1.421,235,80.49,67.62,63.31,0.10,5.19
1.427,236,80.25,67.80,63.32,0.10,5.19
1.434,237,80.02,67.97,63.33,0.10,5.19
1.440,238,79.79,68.14,63.34,0.10,5.19
1.446,239,79.55,68.31,63.35,0.10,5.19
1.452,240,79.32,68.48,63.36,0.09,5.19
1.458,241,79.09,68.65,63.38,0.09,5.19
1.464,242,78.86,68.82,63.39,0.09,5.19
1.470,243,78.63,68.98,63.41,0.09,5.19
1.476,244,78.40,69.15,63.43,0.09,5.19
1.482,245,78.17,69.32,63.44,0.09,5.19
1.488,246,77.94,69.48,63.46,0.09,5.19
1.494,247,77.71,69.64,63.48,0.09,5.19
1.500,248,77.48,69.81,63.50,0.09,5.19
1.506,249,77.25,69.97,63.53,0.09,5.19
1.512,250,77.03,70.13,63.55,0.09,5.19
1.518,251,76.80,70.29,63.57,0.08,5.19
1.525,252,76.57,70.45,63.60,0.08,5.19
1.531,253,76.35,70.61,63.62,0.08,5.19
1.537,254,76.13,70.76,63.65,0.08,5.19
1.543,255,75.90,70.92,63.68,0.08,5.19
1.549,256,75.68,71.07,63.71,0.08,5.19
1.555,257,75.46,71.23,63.73,0.08,5.19
1.561,258,75.24,71.38,63.76,0.08,5.19
1.567,259,75.02,71.53,63.80,0.08,5.19
1.573,260,74.80,71.69,63.83,0.08,5.19
1.579,261,74.58,71.84,63.86,0.08,5.19
1.585,262,74.36,71.98,63.89,0.08,5.19
1.591,263,74.14,72.13,63.93,0.07,5.19
1.597,264,73.93,72.28,63.96,0.07,5.19
1.603,265,73.71,72.43,64.00,0.07,5.19
1.609,266,73.49,72.57,64.03,0.07,5.19
1.615,267,73.28,72.72,64.07,0.07,5.19
1.621,268,73.07,72.86,64.11,0.07,5.19
1.627,269,72.85,73.00,64.15,0.07,5.19
1.634,270,72.64,73.14,64.19,0.07,5.19
1.640,271,72.43,73.28,64.23,0.07,5.20
1.646,272,72.22,73.42,64.27,0.07,5.20
1.652,273,72.01,73.56,64.31,0.07,5.20
1.658,274,71.80,73.70,64.35,0.07,5.20
1.664,275,71.59,73.84,64.40,0.07,5.20
1.670,276,71.39,73.97,64.44,0.07,5.20
1.676,277,71.18,74.10,64.48,0.07,5.20
1.682,278,70.98,74.24,64.53,0.06,5.20
1.688,279,70.77,74.37,64.57,0.06,5.20
1.694,280,70.57,74.50,64.62,0.06,5.20
1.700,281,70.37,74.63,64.67,0.06,5.20
1.706,282,70.16,74.76,64.72,0.06,5.20
1.712,283,69.96,74.89,64.76,0.06,5.20
1.718,284,69.76,75.01,64.81,0.06,5.20
1.724,285,69.52,75.02,64.65,0.38,5.20
1.731,286,69.28,75.02,64.50,0.38,5.20
1.737,287,69.04,75.03,64.35,0.38,5.20
1.743,288,68.81,75.03,64.20,0.37,5.20
1.749,289,68.58,75.03,64.05,0.37,5.20
1.755,290,68.35,75.04,63.91,0.36,5.20
1.761,291,68.12,75.04,63.78,0.36,5.20
1.767,292,67.90,75.04,63.64,0.36,5.20
1.773,293,67.68,75.04,63.51,0.35,5.20
1.779,294,67.46,75.04,63.39,0.35,5.20
1.785,295,67.24,75.04,63.27,0.35,5.20
1.791,296,67.02,75.04,63.15,0.34,5.20
1.797,297,66.81,75.04,63.03,0.34,5.20
1.803,298,66.59,75.04,62.92,0.34,5.20
1.809,299,66.38,75.04,62.81,0.33,5.20
1.815,300,66.17,75.04,62.70,0.33,5.20
1.821,301,65.96,75.04,62.60,0.33,5.20
1.827,302,65.75,75.04,62.50,0.32,5.20
1.834,303,65.54,75.04,62.40,0.32,5.20
1.840,304,65.34,75.04,62.31,0.32,5.20
1.846,305,65.14,75.03,62.22,0.31,5.21
1.852,306,64.93,75.03,62.13,0.31,5.21
1.858,307,64.73,75.03,62.04,0.31,5.21
1.864,308,64.53,75.02,61.96,0.30,5.21
1.870,309,64.34,75.02,61.88,0.30,5.21
1.876,310,64.14,75.02,61.80,0.30,5.21
1.882,311,63.95,75.01,61.73,0.30,5.21
1.888,312,63.75,75.01,61.66,0.29,5.21
1.894,313,63.56,75.00,61.59,0.29,5.21
1.900,314,63.37,75.00,61.52,0.29,5.21
1.906,315,63.18,74.99,61.46,0.28,5.21
1.912,316,62.99,74.98,61.39,0.28,5.21
1.918,317,62.81,74.98,61.33,0.28,5.21
1.924,318,62.62,74.97,61.28,0.28,5.21
1.931,319,62.44,74.96,61.22,0.27,5.21
1.937,320,62.26,74.95,61.17,0.27,5.21
1.943,321,62.08,74.95,61.12,0.27,5.21
1.949,322,61.90,74.94,61.07,0.26,5.21
1.955,323,61.72,74.93,61.03,0.26,5.21
1.961,324,61.54,74.92,60.98,0.26,5.21
1.967,325,61.37,74.91,60.94,0.26,5.21
1.973,326,61.19,74.90,60.90,0.25,5.21
1.979,327,61.02,74.89,60.86,0.25,5.21
1.985,328,60.85,74.88,60.83,0.25,5.21
1.991,329,60.68,74.87,60.80,0.25,5.21
1.997,330,60.51,74.86,60.76,0.24,5.21
2.003,331,60.34,74.85,60.74,0.24,5.21
2.009,332,60.18,74.83,60.71,0.24,5.21
2.015,333,60.01,74.82,60.68,0.24,5.22
2.021,334,59.85,74.81,60.66,0.23,5.22
2.027,335,59.69,74.80,60.64,0.23,5.22
2.034,336,59.53,74.78,60.62,0.23,5.22
2.040,337,59.37,74.77,60.60,0.23,5.22
2.046,338,59.21,74.75,60.58,0.22,5.22
2.052,339,59.05,74.74,60.57,0.22,5.22
2.058,340,58.89,74.72,60.56,0.22,5.22
2.064,341,58.74,74.71,60.54,0.22,5.22
2.070,342,58.59,74.69,60.53,0.22,5.22
2.076,343,58.43,74.68,60.53,0.21,5.22
2.082,344,58.28,74.66,60.52,0.21,5.22
2.088,345,58.13,74.65,60.52,0.21,5.22
2.094,346,57.98,74.63,60.51,0.21,5.22
2.100,347,57.84,74.61,60.51,0.21,5.22
2.106,348,57.69,74.59,60.51,0.20,5.22
2.112,349,57.55,74.58,60.51,0.20,5.22
2.118,350,57.40,74.56,60.52,0.20,5.22
2.124,351,57.26,74.54,60.52,0.20,5.22
2.131,352,57.12,74.52,60.53,0.20,5.22
2.137,353,56.98,74.50,60.54,0.19,5.23
2.143,354,56.84,74.48,60.54,0.19,5.23
2.149,355,56.70,74.46,60.55,0.19,5.23
2.155,356,56.56,74.44,60.57,0.19,5.23
2.161,357,56.43,74.42,60.58,0.19,5.23
2.167,358,56.29,74.40,60.59,0.18,5.23
2.173,359,56.16,74.38,60.61,0.18,5.23
2.179,360,56.03,74.36,60.63,0.18,5.23
2.185,361,55.90,74.34,60.65,0.18,5.23
2.191,362,55.77,74.32,60.67,0.18,5.23
2.197,363,55.64,74.30,60.69,0.17,5.23
2.203,364,55.51,74.27,60.71,0.17,5.23
2.209,365,55.38,74.25,60.73,0.17,5.23
2.215,366,55.26,74.23,60.76,0.17,5.23
2.221,367,55.14,74.20,60.78,0.17,5.23
2.227,368,55.01,74.18,60.81,0.17,5.23
2.234,369,54.89,74.16,60.84,0.16,5.23
2.240,370,54.77,74.13,60.87,0.16,5.23
2.246,371,54.65,74.11,60.90,0.16,5.23
2.252,372,54.53,74.08,60.93,0.16,5.23
2.258,373,54.41,74.06,60.96,0.16,5.23
2.264,374,54.30,74.03,60.99,0.16,5.23
2.270,375,54.18,74.01,61.03,0.16,5.24
2.276,376,54.07,73.98,61.06,0.15,5.24
2.282,377,53.95,73.95,61.10,0.15,5.24
2.288,378,53.84,73.93,61.14,0.15,5.24
2.294,379,53.73,73.90,61.18,0.15,5.24
2.300,380,53.62,73.87,61.22,0.15,5.24
2.306,381,53.51,73.85,61.26,0.15,5.24
2.312,382,53.40,73.82,61.30,0.14,5.24
2.318,383,53.29,73.79,61.34,0.14,5.24
2.324,384,53.19,73.76,61.39,0.14,5.24
2.331,385,53.08,73.74,61.43,0.14,5.24
2.337,386,52.98,73.71,61.48,0.14,5.24
2.343,387,52.87,73.68,61.52,0.14,5.24
2.349,388,52.77,73.65,61.57,0.14,5.24
2.355,389,52.67,73.62,61.62,0.13,5.24
2.361,390,52.57,73.59,61.67,0.13,5.24
2.367,391,52.47,73.56,61.72,0.13,5.24
2.373,392,52.37,73.53,61.77,0.13,5.24
2.379,393,52.28,73.50,61.82,0.13,5.24
2.385,394,52.18,73.47,61.87,0.13,5.24
2.391,395,52.08,73.44,61.92,0.13,5.24
2.397,396,51.99,73.41,61.98,0.13,5.24
2.403,397,51.90,73.38,62.03,0.12,5.25
2.409,398,51.80,73.35,62.09,0.12,5.25
2.415,399,51.71,73.32,62.14,0.12,5.25
2.421,400,51.62,73.28,62.20,0.12,5.25
2.427,401,51.53,73.25,62.26,0.12,5.25
2.434,402,51.44,73.22,62.32,0.12,5.25
2.440,403,51.35,73.19,62.38,0.12,5.25
2.446,404,51.27,73.16,62.44,0.12,5.25
2.452,405,51.18,73.12,62.50,0.11,5.25
2.458,406,51.10,73.09,62.56,0.11,5.25
2.464,407,51.01,73.06,62.62,0.11,5.25
2.470,408,50.93,73.02,62.68,0.11,5.25
2.476,409,50.85,72.99,62.74,0.11,5.25
2.482,410,50.77,72.96,62.81,0.11,5.25
2.488,411,50.68,72.92,62.87,0.11,5.25
2.494,412,50.61,72.89,62.94,0.11,5.25
2.500,413,50.53,72.85,63.00,0.11,5.25
2.506,414,50.45,72.82,63.07,0.10,5.25
2.512,415,50.37,72.79,63.14,0.10,5.25
2.518,416,50.29,72.75,63.20,0.10,5.25
2.524,417,50.22,72.72,63.27,0.10,5.26
2.531,418,50.14,72.68,63.34,0.10,5.26
2.537,419,50.07,72.65,63.41,0.10,5.26
2.543,420,50.00,72.61,63.48,0.10,5.26
2.549,421,49.93,72.57,63.55,0.10,5.26
2.555,422,49.86,72.54,63.62,0.10,5.26
2.561,423,49.78,72.50,63.69,0.10,5.26
2.567,424,49.72,72.47,63.76,0.09,5.26
2.573,425,49.65,72.43,63.83,0.09,5.26
2.579,426,49.58,72.40,63.90,0.09,5.26
2.585,427,49.51,72.36,63.98,0.09,5.26
2.591,428,49.44,72.32,64.05,0.09,5.26
2.597,429,49.38,72.29,64.12,0.09,5.26
2.603,430,49.31,72.25,64.20,0.09,5.26
2.609,431,49.25,72.21,64.27,0.09,5.26
2.615,432,49.19,72.17,64.35,0.09,5.26
2.621,433,49.13,72.14,64.42,0.09,5.26
2.627,434,49.06,72.10,64.50,0.09,5.26
2.634,435,49.00,72.06,64.57,0.08,5.26
2.640,436,48.94,72.03,64.65,0.08,5.26
2.646,437,48.84,71.91,64.58,0.30,5.26
2.652,438,48.74,71.79,64.52,0.30,5.26
2.658,439,48.64,71.68,64.46,0.30,5.27
2.664,440,48.54,71.56,64.40,0.30,5.27
2.670,441,48.45,71.44,64.34,0.29,5.27
2.676,442,48.35,71.33,64.29,0.29,5.27
2.682,443,48.26,71.22,64.24,0.29,5.27
2.688,444,48.17,71.10,64.19,0.28,5.27
2.694,445,48.08,70.99,64.14,0.28,5.27
2.700,446,47.99,70.88,64.10,0.28,5.27
2.706,447,47.91,70.76,64.05,0.28,5.27
2.712,448,47.82,70.65,64.01,0.27,5.27
2.718,449,47.74,70.54,63.97,0.27,5.27
2.725,450,47.65,70.43,63.94,0.27,5.27
2.730,451,47.57,70.32,63.90,0.26,5.27
2.737,452,47.49,70.21,63.87,0.26,5.27
2.743,453,47.41,70.10,63.84,0.26,5.27
2.749,454,47.34,70.00,63.81,0.26,5.27
2.755,455,47.26,69.89,63.79,0.25,5.27
2.761,456,47.19,69.78,63.76,0.25,5.27
2.767,457,47.11,69.67,63.74,0.25,5.27
2.773,458,47.04,69.57,63.72,0.25,5.27
2.779,459,46.97,69.46,63.70,0.24,5.27
2.785,460,46.90,69.36,63.69,0.24,5.27
2.791,461,46.74,69.15,63.49,0.53,5.27
2.797,462,46.59,68.95,63.29,0.52,5.27
